sel	array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
5	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C06_730408	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C06_730408	called	0.42	3.46	0	0.16	32	0.55	0.02	3.299641613	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H11_831540	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H11_831540	high non-clonal	0.44	3.06	0	0.18	27	0.54	0.36	3.015645371	0
2	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G08_1376948	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G08_1376948	called	0.47	3	0	0.19	24	0.57	0.08	2.997807181	0
5	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E06_1365200	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E06_1365200	called	0.81	2.86	0	0.3	13	0.86	0.02	2.798761814	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E03_913938	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E03_913938	called	0.43	2.86	0	0.18	26	0.52	0.07	2.76393516	0
3	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D03_831594	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D03_831594	called	0.39	1.98	0	0.2	21	0.39	0.09	1.92017432	0
12	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A03_831616	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A03_831616	high non-clonal	0.88	2.04	0	0.43	9	0.88	0.33	1.998039857	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E06_1361946	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E06_1361946	called	0.67	2.99	0	0.25	16	0.75	0.06	2.981176221	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E07_1376844	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E07_1376844	called	0.62	2.76	0	0.25	16	0.7	0.04	2.571109504	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D09_1344440	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D09_1344440	called	0.75	2.1	0	0.36	11	0.76	0.17	2.107628021	0
1	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C01_1301294	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C01_1301294	called	0.53	2.62	0	0.23	18	0.59	0.12	2.591837952	0
5	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E08_913924	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E08_913924	called	0.57	3.04	0	0.22	19	0.67	0.05	3.063390881	0
1	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B05_913998	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B05_913998	called	0.89	2.83	0	0.33	12	0.92	0.15	2.763832742	0
16	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F03_1376736	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F03_1376736	high non-clonal	0.58	2.82	0	0.23	18	0.66	0.22	2.841933289	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A08_777954	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A08_777954	called	0.38	3.53	0	0.15	35	0.52	0.1	3.409806166	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G04_730340	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G04_730340	called	0.63	3.46	0	0.22	19	0.74	0.07	3.206850347	0
2	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B08_734646	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B08_734646	high non-clonal	0.4	3.04	0	0.17	30	0.5	0.24	2.994726233	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D08_1365288	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D08_1365288	called	0.66	3.02	0	0.25	17	0.74	0.05	2.941427204	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B07_1361918	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B07_1361918	high non-clonal	0.42	2.77	0	0.18	27	0.5	0.27	2.655545546	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E11_777858	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E11_777858	called	0.66	3.02	0	0.25	17	0.74	0.05	2.84422111	0
9	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G05_863312	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G05_863312	high non-clonal	0.6	2.98	0	0.23	18	0.69	0.22	2.941549015	0
1	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A06_1306762	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A06_1306762	called	0.54	2.9	0	0.22	19	0.63	0.07	2.8518404	0
1	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A05_914438	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A05_914438	called	0.46	2.8	0	0.19	21	0.54	0.06	2.651489951	0
1	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B08_1306746	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B08_1306746	called	0.59	2	0	0.3	14	0.59	0.1	1.998440763	0
2	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E03_734650	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E03_734650	called	0.3	3.31	0	0.13	42	0.42	0.1	3.107160443	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D09_831624	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D09_831624	high non-clonal	0.46	3.21	0	0.18	26	0.58	0.27	3.058366904	0
1	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D10_913810	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D10_913810	called	0.68	3	0	0.25	16	0.76	0.08	2.990866529	0
4	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F05_809240	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F05_809240	high non-clonal	0.58	3.02	0	0.22	18	0.68	0.36	2.943273606	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E11_863640	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E11_863640	called	0.9	2.89	0	0.32	13	0.93	0.06	2.793874402	0
5	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D06_1365358	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D06_1365358	called	0.33	3	0	0.14	36	0.43	0.13	2.893594301	0
3	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E07_1244814	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E07_1244814	called	0.5	3.07	0	0.2	21	0.61	0.11	3.001686737	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C04_777934	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C04_777934	called	0.32	2.65	0	0.15	35	0.39	0.07	2.566173743	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D09_730338	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D09_730338	called	0.43	3.19	0	0.17	29	0.55	0.09	2.989546571	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F07_730470	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F07_730470	called	0.71	2.79	0	0.28	15	0.78	0.06	2.687564077	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G02_1365344	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G02_1365344	called	0.36	3.54	0	0.14	37	0.5	0.1	3.409787976	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A05_932732	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A05_932732	called	0.2	2.4	0	0.1	56	0.23	0.15	2.238648347	0
2	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B04_932716	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B04_932716	called	0.91	3.23	0	0.29	14	0.94	0.1	3.152275573	0
15	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G09_1376838	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G09_1376838	called	0.34	3.13	0	0.14	37	0.45	0.07	3.061850427	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B07_777778	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B07_777778	called	0.46	3.18	0	0.18	27	0.57	0.09	3.120150013	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B11_1361908	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B11_1361908	called	0.38	3.51	0	0.15	35	0.51	0.04	3.309684341	0
15	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E05_863758	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E05_863758	high non-clonal	0.68	3.02	0	0.25	16	0.76	0.3	2.961106909	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G12_932684	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G12_932684	called	0.38	3.41	0	0.15	35	0.51	0.04	3.276752431	0
4	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F01_777784	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F01_777784	called	0.63	2.95	0	0.24	17	0.72	0.14	2.822180156	0
4	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G01_932766	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G01_932766	called	0.82	3.02	0	0.29	14	0.87	0.1	2.946853328	0
2	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E10_730426	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E10_730426	high non-clonal	0.41	3.04	0	0.17	30	0.51	0.24	2.906218697	0
1	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E03_1244776	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E03_1244776	high non-clonal	0.31	3.18	0	0.13	40	0.42	0.23	3.197916271	0
2	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D06_863682	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D06_863682	called	0.46	2.95	0	0.19	25	0.55	0.19	2.811769107	0
9	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C08_1244810	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C08_1244810	called	0.55	3.09	0	0.21	19	0.66	0.08	3.001814934	0
1	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E10_1344438	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E10_1344438	called	0.78	1.85	0	0.42	10	0.77	0.11	1.760438902	0
3	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C10_1365266	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C10_1365266	called	0.5	3.56	0	0.18	27	0.64	0.15	3.346665712	0
4	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B07_730400	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B07_730400	high non-clonal	0.56	3.07	0	0.22	19	0.66	0.26	2.884112087	0
10	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A01_809148	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A01_809148	called	0.46	2.83	0	0.19	21	0.55	0.04	2.701518063	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F11_730352	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F11_730352	called	0.22	2.44	0	0.1	51	0.26	0.14	2.371933959	0
6	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E08_863310	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E08_863310	called	0.58	2.86	0	0.23	18	0.66	0.1	2.81365558	0
2	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F07_1361882	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F07_1361882	called	0.65	3.2	0	0.23	18	0.75	0.04	3.197335886	0
6	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F10_730436	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F10_730436	high non-clonal	0.61	2.96	0	0.24	17	0.7	0.33	2.798087977	0
8	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H07_863702	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H07_863702	called	0.66	3.02	0	0.25	17	0.74	0.11	2.970989039	0
4	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D09_1361926	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D09_1361926	called	0.85	2.85	0	0.31	13	0.89	0.17	2.755134285	0
5	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E04_1365222	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E04_1365222	called	0.49	3.02	0	0.2	21	0.59	0.06	3.011286084	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C11_1365204	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C11_1365204	called	0.5	3	0	0.2	21	0.6	0.08	3.001686737	0
2	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C06_1365216	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C06_1365216	high non-clonal	0.63	3.1	0	0.24	18	0.73	0.27	2.978726717	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B07_932814	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B07_932814	called	0.61	2.63	0	0.25	16	0.67	0.19	2.520568714	0
3	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F09_932742	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F09_932742	called	0.71	2.89	0	0.27	15	0.78	0.05	2.797245648	0
5	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D08_1344350	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D08_1344350	high non-clonal	0.6	3.23	0	0.22	19	0.71	0.39	3.105966863	0
8	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E06_863348	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E06_863348	called	0.52	3	0	0.21	20	0.62	0.02	2.90288096	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B07_1320606	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B07_1320606	high non-clonal	0.36	2.86	0	0.16	33	0.45	0.21	2.770476835	0
1	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G10_932786	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G10_932786	called	0.39	3.61	0	0.15	35	0.54	0.03	3.473357577	0
1	DLP_REDO_FROM_CUTCH_G07	DLP_REDO_FROM_CUTCH_G07	called	0.54	3.26	0	0.2	20	0.66	0.17	3.124321326	0
3	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E12_777900	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E12_777900	called	0.26	3.4	0	0.11	48	0.38	0.01	3.03489818	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E07_863302	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E07_863302	called	0.46	3.01	0	0.19	25	0.57	0.08	2.835343232	0
4	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E01_1376996	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E01_1376996	called	0.55	3.36	0	0.2	21	0.67	0.04	3.236474293	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E07_913950	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E07_913950	called	0.51	2.95	0	0.21	20	0.61	0.13	2.724724325	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A04_809214	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A04_809214	called	0.68	1.94	0	0.35	12	0.67	0.05	1.81209667	0
1	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G07_730398	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G07_730398	called	0.32	2.69	0	0.14	36	0.38	0.14	2.523754634	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F02_777880	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F02_777880	high non-clonal	0.27	1.7	0	0.14	37	0.24	0.29	1.632845225	0
5	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D11_1148530	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D11_1148530	called	0.96	3	0	0.32	13	0.97	0.1	3.002786805	0
5	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F04_1148466	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F04_1148466	called	0.61	3.08	0	0.23	18	0.71	0.19	2.984180161	0
1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C04_1365278	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C04_1365278	called	0.49	3.52	0	0.18	27	0.63	0.06	3.393847383	0
5	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B06_863222	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B06_863222	called	0.52	2.91	0	0.21	20	0.62	0.05	2.845400065	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E09_1376946	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E09_1376946	called	0.47	3.16	0	0.18	26	0.58	0.07	2.997807181	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B01_1376676	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B01_1376676	called	0.29	1.61	0	0.16	33	0.25	0.1	1.526356685	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E04_863744	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E04_863744	called	0.45	3.21	0	0.18	27	0.57	0.1	3.065410539	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E09_863372	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E09_863372	called	0.71	2.01	0	0.35	11	0.71	0.05	1.988756743	0
1	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G02_863686	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G02_863686	called	0.43	2.73	0	0.19	25	0.51	0.11	2.551420115	0
1	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A03_914404	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A03_914404	high non-clonal	0.72	1.98	0	0.36	11	0.72	0.2	1.976832731	0
2	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G05_831538	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G05_831538	called	0.4	2.7	0	0.18	28	0.47	0.06	2.463276326	0
4	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F05_1148494	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F05_1148494	called	0.38	3.24	0	0.15	33	0.5	0.07	3.147631018	0
8	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D04_730484	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D04_730484	called	0.74	2.93	0	0.27	15	0.8	0.14	2.87731178	0
4	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B12_734688	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B12_734688	called	0.47	3.06	0	0.19	24	0.58	0.1	2.829730577	0
2	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E11_1244722	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E11_1244722	called	0.44	3.41	0	0.17	30	0.57	0.07	3.346386416	0
1	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E05_1376986	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E05_1376986	called	0.54	2.87	0	0.22	19	0.63	0.14	2.626635312	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D03_1361892	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D03_1361892	called	0.32	2.3	0	0.15	33	0.35	0.14	2.162338638	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D05_777838	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D05_777838	called	0.54	3.68	0	0.19	25	0.68	0.08	3.488676484	0
5	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E02_863364	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E02_863364	called	0.73	2.72	0	0.29	14	0.79	0.11	2.5896912	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F09_1361888	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F09_1361888	called	0.24	3.53	0	0.1	54	0.35	0.1	3.324071339	0
2	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A11_1306756	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A11_1306756	called	0.28	3.46	0	0.12	45	0.41	0.15	3.365946725	0
2	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F02_913836	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F02_913836	called	0.19	3.46	0	0.08	66	0.28	0.08	3.224141393	0
1	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B09_809246	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B09_809246	called	0.62	2.9	0	0.24	17	0.7	0.13	2.742682123	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F03_777932	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F03_777932	called	0.49	3.11	0	0.19	22	0.6	0.05	2.872758806	0
2	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D11_863220	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D11_863220	high non-clonal	0.63	2.9	0	0.24	17	0.71	0.37	2.782431139	0
1	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E04_863392	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E04_863392	called	0.44	2.99	0	0.18	26	0.54	0.04	2.843744665	0
6	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_A12_913930	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_A12_913930	called	0.53	3	0	0.21	20	0.63	0.05	2.968226215	0
1	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D10_1486880	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D10_1486880	high non-clonal	0.78	2	0	0.39	10	0.78	0.21	1.996785506	0
3	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A04_1320644	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A04_1320644	called	0.6	3.62	0	0.2	20	0.73	0.1	3.392258531	0
3	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B01_913848	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B01_913848	called	0.64	3	0	0.24	17	0.73	0.06	2.990047445	0
1	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A11_1376806	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A11_1376806	called	0.25	3.24	0	0.11	49	0.35	0.11	3.222565803	0
7	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E07_730502	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E07_730502	high non-clonal	0.72	2.74	0	0.28	14	0.78	0.24	2.634346743	0
8	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D09_777812	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D09_777812	called	0.48	2.91	0	0.2	21	0.58	0.16	2.718775254	0
6	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C02_831670	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C02_831670	called	0.35	3.41	0	0.14	37	0.48	0.1	3.238069814	0
4	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F04_831678	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F04_831678	called	0.64	3.64	0	0.21	20	0.76	0.06	3.395048096	0
7	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E05_777872	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E05_777872	called	0.58	3.34	0	0.21	20	0.7	0.05	3.218567287	0
1	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E01_1361972	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E01_1361972	called	0.74	2.73	0	0.29	14	0.8	0.14	2.596794154	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A12_777892	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A12_777892	called	0.44	3.51	0	0.17	30	0.58	0.05	3.380018159	0
1	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B09_1320566	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B09_1320566	called	0.35	2.83	0	0.15	34	0.43	0.03	2.671124199	0
3	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G01_1377024	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G01_1377024	called	0.45	3.03	0	0.18	26	0.56	0.07	2.951055784	0
2	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A02_1376690	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A02_1376690	called	0.62	3	0	0.24	17	0.71	0.06	2.99669403	0
1	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D08_777884	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D08_777884	called	0.6	2.8	0	0.24	17	0.68	0.12	2.689949536	0
