array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C06_730408	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_C06_730408	called	0.68	2.23	0	0.32	13	0.71	0.02	2.1669595500873	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H11_831540	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_H11_831540	called	0.38	3.04	0	0.16	32	0.48	0.36	2.99226559609186	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G08_1376948	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G08_1376948	called	0.72	2	0	0.36	11	0.72	0.09	1.99670023005429	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E06_1365200	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E06_1365200	called	0.64	1.86	0	0.33	12	0.62	0.12	1.79625452614997	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E03_913938	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E03_913938	called	0.71	1.95	0	0.36	11	0.7	0.06	1.90279727992133	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D03_831594	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D03_831594	called	0.65	1.96	0	0.33	12	0.65	0.28	1.97233295638319	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A03_831616	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_A03_831616	called	0.44	2	0	0.22	19	0.44	0.33	1.99176154949827	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E06_1361946	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E06_1361946	called	0.75	1.99	0	0.38	11	0.75	0.05	1.99834218144706	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E07_1376844	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E07_1376844	called	0.62	2.76	0	0.25	16	0.7	0.04	2.57110950354677	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D09_1344440	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D09_1344440	called	0.75	2.1	0	0.36	11	0.76	0.17	2.10762802061287	0
TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C01_1301294	TEAKS_p_TCGA_258_259_260_254_N_GenomeWideSNP_6_C01_1301294	called	0.53	2.62	0	0.23	18	0.59	0.12	2.59183795174207	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E08_913924	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E08_913924	called	0.68	2.03	0	0.34	12	0.68	0.07	2.02250636934288	0
CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B05_913998	CLUBS_p_TCGA_186_188_SNP_N_GenomeWideSNP_6_B05_913998	called	0.89	2.83	0	0.33	12	0.92	0.15	2.76383274203072	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F03_1376736	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_F03_1376736	called	0.34	1.84	0	0.18	27	0.33	0.27	1.78704910856834	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A08_777954	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A08_777954	called	0.38	3.53	0	0.15	35	0.52	0.1	3.40980616556243	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G04_730340	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G04_730340	called	0.63	3.46	0	0.22	19	0.74	0.07	3.20685034707069	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B08_734646	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B08_734646	called	0.64	2	0	0.32	13	0.64	0.31	1.98122016007982	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D08_1365288	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D08_1365288	called	0.5	2.02	0	0.25	17	0.5	0.11	1.94770179747243	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B07_1361918	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B07_1361918	called	0.42	2.77	0	0.18	27	0.5	0.27	2.65554554551429	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E11_777858	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E11_777858	called	0.66	3.02	0	0.25	17	0.74	0.05	2.84422111031051	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G05_863312	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_G05_863312	called	0.3	1.98	0	0.15	34	0.3	0.15	1.88160595579315	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A06_1306762	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A06_1306762	called	0.54	2.9	0	0.22	19	0.63	0.07	2.85184040041798	0
LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A05_914438	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A05_914438	called	0.46	2.8	0	0.19	21	0.54	0.06	2.6514899507518	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B08_1306746	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_B08_1306746	called	0.59	2	0	0.3	14	0.59	0.1	1.99844076283659	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E03_734650	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_E03_734650	called	0.25	2.33	0	0.12	43	0.29	0.09	2.16120660686002	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D09_831624	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_D09_831624	called	0.69	2.16	0	0.33	12	0.71	0.11	2.06127568574587	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D10_913810	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_D10_913810	called	0.68	3	0	0.25	16	0.76	0.08	2.99086652855756	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F05_809240	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_F05_809240	called	0.64	2.02	0	0.32	13	0.64	0.36	1.98122016007982	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E11_863640	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E11_863640	called	0.9	2.89	0	0.32	13	0.93	0.06	2.79387440227018	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D06_1365358	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_D06_1365358	called	0.57	2	0	0.28	14	0.57	0.16	1.9351435402671	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E07_1244814	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E07_1244814	called	0.4	2.07	0	0.2	21	0.41	0.12	1.98121296975805	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C04_777934	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_C04_777934	called	0.32	2.65	0	0.15	35	0.39	0.07	2.56617374344189	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D09_730338	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D09_730338	called	0.67	2.12	0	0.32	13	0.68	0.07	1.99276362861725	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F07_730470	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F07_730470	called	0.71	2.79	0	0.28	15	0.78	0.06	2.68756407724562	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G02_1365344	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_G02_1365344	called	0.58	2.27	0	0.27	15	0.61	0.11	2.20157800057155	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A05_932732	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_A05_932732	called	0.2	2.4	0	0.1	56	0.23	0.15	2.23864834733613	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B04_932716	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B04_932716	called	0.67	2.23	0	0.31	13	0.69	0.13	2.12620248832659	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G09_1376838	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G09_1376838	called	0.29	2.13	0	0.14	37	0.3	0.12	2.08762529119118	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B07_777778	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_B07_777778	called	0.37	2.18	0	0.18	27	0.4	0.09	2.13483948277361	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B11_1361908	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_B11_1361908	called	0.38	3.51	0	0.15	35	0.51	0.04	3.30968434052154	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E05_863758	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E05_863758	called	0.23	2.07	0	0.11	47	0.24	0.12	1.88866884737914	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G12_932684	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G12_932684	called	0.32	2.42	0	0.15	35	0.36	0.06	2.2937267017669	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F01_777784	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F01_777784	called	0.52	1.96	0	0.26	16	0.52	0.16	1.83464833380962	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G01_932766	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G01_932766	called	0.64	2.02	0	0.32	13	0.64	0.21	1.95026359507857	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E10_730426	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E10_730426	called	0.34	1.99	0	0.17	30	0.33	0.32	1.85997996620883	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E03_1244776	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E03_1244776	called	0.31	3.18	0	0.13	40	0.42	0.23	3.19791627068759	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D06_863682	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_D06_863682	called	0.38	1.95	0	0.19	24	0.37	0.17	1.85586102440449	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C08_1244810	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_C08_1244810	called	0.52	2.06	0	0.26	16	0.53	0.29	1.98590262279049	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E10_1344438	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_E10_1344438	called	0.78	1.85	0	0.42	10	0.77	0.11	1.76043890235363	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C10_1365266	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C10_1365266	called	0.67	1.8	0	0.36	11	0.65	0.13	1.67860743241553	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B07_730400	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_B07_730400	called	0.63	2.04	0	0.31	13	0.63	0.12	1.91930703007732	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A01_809148	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A01_809148	called	0.37	1.83	0	0.19	21	0.35	0.04	1.71805070763171	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F11_730352	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F11_730352	called	0.22	2.44	0	0.1	51	0.26	0.14	2.37193395908963	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E08_863310	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E08_863310	called	0.45	1.86	0	0.23	18	0.43	0.09	1.7905080963709	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F07_1361882	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F07_1361882	called	0.49	2.2	0	0.23	18	0.51	0.16	2.1741884027361	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F10_730436	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_F10_730436	called	0.24	1.73	0	0.12	42	0.22	0.13	1.56919396206369	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H07_863702	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_H07_863702	called	0.51	2.02	0	0.25	16	0.51	0.13	1.92871276534849	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D09_1361926	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D09_1361926	called	0.67	1.87	0	0.35	12	0.65	0.16	1.77484464893715	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E04_1365222	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_E04_1365222	called	0.67	2.01	0	0.33	12	0.67	0.08	2.0330201242719	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C11_1365204	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C11_1365204	called	0.73	2	0	0.36	11	0.73	0.06	2.00428874096235	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C06_1365216	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C06_1365216	called	0.48	2.11	0	0.23	18	0.49	0.27	1.98581781132067	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B07_932814	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_B07_932814	called	0.61	2.63	0	0.25	16	0.67	0.19	2.52056871354178	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F09_932742	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_F09_932742	called	0.52	1.89	0	0.27	15	0.51	0.05	1.8163932778764	0
LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D08_1344350	LEGIT_p_TCGA_300_301_302_N_GenomeWideSNP_6_D08_1344350	called	0.24	2.24	0	0.12	46	0.26	0.13	2.14621459929447	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E06_863348	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E06_863348	called	0.59	2	0	0.29	14	0.59	0.05	1.9256678151872	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B07_1320606	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B07_1320606	called	0.29	1.9	0	0.15	35	0.28	0.2	1.82333397560345	0
MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G10_932786	MAULS_p_TCGA_189_190_SNP_N_GenomeWideSNP_6_G10_932786	called	0.39	3.61	0	0.15	35	0.54	0.03	3.47335757696131	0
DLP_REDO_FROM_CUTCH_G07	DLP_REDO_FROM_CUTCH_G07	called	0.54	3.26	0	0.2	20	0.66	0.17	3.12432132595387	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E12_777900	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E12_777900	called	0.38	3.68	0	0.14	36	0.53	0.28	3.40980616556243	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E07_863302	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E07_863302	called	0.7	2.01	0	0.35	11	0.7	0.1	1.89446470036167	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E01_1376996	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E01_1376996	called	0.38	2.36	0	0.18	27	0.43	0.03	2.22198708910379	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E07_913950	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_E07_913950	called	0.82	1.96	0	0.42	9	0.82	0.15	1.85758817961399	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A04_809214	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_A04_809214	called	0.68	1.94	0	0.35	12	0.67	0.05	1.81209666991116	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G07_730398	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_G07_730398	called	0.32	2.69	0	0.14	36	0.38	0.14	2.52375463363758	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F02_777880	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F02_777880	called	0.27	1.7	0	0.14	37	0.24	0.29	1.63284522498603	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D11_1148530	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_D11_1148530	called	1	2	0	0.5	8	1	0.07	1.99371553324308	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F04_1148466	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F04_1148466	called	0.46	2.07	0	0.23	18	0.47	0.22	1.96103267697766	0
CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C04_1365278	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_C04_1365278	called	0.49	3.52	0	0.18	27	0.63	0.06	3.39384738287086	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B06_863222	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_B06_863222	called	0.47	1.91	0	0.24	17	0.46	0.05	1.88413948587274	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E09_1376946	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E09_1376946	called	0.47	3.16	0	0.18	26	0.58	0.07	2.99780718133473	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B01_1376676	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_B01_1376676	called	0.29	1.61	0	0.16	33	0.25	0.1	1.52635668542444	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E04_863744	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_E04_863744	called	0.45	3.21	0	0.18	27	0.57	0.1	3.06541053936723	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E09_863372	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E09_863372	called	0.71	2.01	0	0.35	11	0.71	0.05	1.98875674263635	0
PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G02_863686	PEAKY_p_TCGA_b164_SNP_N_GenomeWideSNP_6_G02_863686	called	0.43	2.73	0	0.19	25	0.51	0.11	2.55142011531813	0
LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A03_914404	LEMUR_p_TCGA_116_163_164_183_N_GenomeWideSNP_6_A03_914404	called	0.72	1.98	0	0.36	11	0.72	0.2	1.97683273081218	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G05_831538	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_G05_831538	called	0.67	1.86	0	0.35	11	0.65	0.14	1.75718464961083	0
JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F05_1148494	JIHAD_p_TCGASNP_215_219_N_GenomeWideSNP_6_F05_1148494	called	0.61	2.11	0	0.3	14	0.62	0.07	2.07916048458039	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D04_730484	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_D04_730484	called	0.53	1.93	0	0.27	15	0.52	0.14	1.87134130048581	0
ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B12_734688	ETUIS_p_TCGASNP_b80_83_N_GenomeWideSNP_6_B12_734688	called	0.74	2.04	0	0.36	11	0.74	0.1	1.92569945532853	0
EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E11_1244722	EMMER_p_8TCGA_Mx_242_238_N_GenomeWideSNP_6_E11_1244722	called	0.35	2.41	0	0.16	31	0.4	0.14	2.35936251112105	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E05_1376986	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_E05_1376986	called	0.54	2.87	0	0.22	19	0.63	0.14	2.62663531229058	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D03_1361892	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_D03_1361892	called	0.32	2.3	0	0.15	33	0.35	0.14	2.16233863768462	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D05_777838	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D05_777838	called	0.54	3.68	0	0.19	25	0.68	0.08	3.4886764842105	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E02_863364	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E02_863364	called	0.55	1.71	0	0.3	14	0.52	0.12	1.61099631926425	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F09_1361888	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_F09_1361888	called	0.24	3.53	0	0.1	54	0.35	0.1	3.32407133923983	0
PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A11_1306756	PALPS_p_TCGA_265_266_267_N_GenomeWideSNP_6_A11_1306756	called	0.25	2.46	0	0.12	45	0.29	0.15	2.35616270720324	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F02_913836	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_F02_913836	called	0.36	2.26	0	0.17	29	0.38	0.2	2.12920299012212	0
GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B09_809246	GROVE_p_TCGA_b145_153_SNP_N_GenomeWideSNP_6_B09_809246	called	0.62	2.9	0	0.24	17	0.7	0.13	2.74268212297138	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F03_777932	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_F03_777932	called	0.49	3.11	0	0.19	22	0.6	0.05	2.87275880614917	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D11_863220	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_D11_863220	called	0.31	2.58	0	0.14	36	0.37	0.05	2.45554504894467	0
BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E04_863392	BISON_p_TCGA_164_173_175_SNP_N_GenomeWideSNP_6_E04_863392	called	0.44	2.99	0	0.18	26	0.54	0.04	2.84374466469465	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_A12_913930	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_A12_913930	called	0.74	2	0	0.37	11	0.74	0.08	2.01152855305969	0
MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D10_1486880	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_D10_1486880	called	0.78	2	0	0.39	10	0.78	0.21	1.99678550629683	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A04_1320644	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_A04_1320644	called	0.75	1.8	0	0.41	10	0.73	0.13	1.70147569946817	0
TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B01_913848	TYPED_p_TCGA_188_192_Mirn_SNP_N_GenomeWideSNP_6_B01_913848	called	0.5	2	0	0.25	16	0.5	0.03	2.0074250264971	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A11_1376806	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A11_1376806	called	0.25	3.24	0	0.11	49	0.35	0.11	3.22256580305879	0
BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E07_730502	BALMS_p_TCGAb54and67_SNP_N_GenomeWideSNP_6_E07_730502	called	0.53	1.74	0	0.28	14	0.49	0.25	1.64219017741904	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D09_777812	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D09_777812	called	0.65	2	0	0.32	12	0.65	0.24	1.85514811717128	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C02_831670	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_C02_831670	called	0.53	2.23	0	0.25	16	0.56	0.09	2.14290631598737	0
MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F04_831678	MIRES_p_TCGA_151_SNP_N_GenomeWideSNP_6_F04_831678	called	0.78	1.83	0	0.42	10	0.76	0.1	1.7028748781493	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E05_777872	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_E05_777872	called	0.48	2.34	0	0.22	18	0.52	0.19	2.218109921942	0
RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E01_1361972	RICES_p_TCGA_Batch_310_311_NSP_GenomeWideSNP_6_E01_1361972	called	0.74	2.73	0	0.29	14	0.8	0.14	2.59679415383266	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A12_777892	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_A12_777892	called	0.44	3.51	0	0.17	30	0.58	0.05	3.38001815859695	0
BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B09_1320566	BUCKS_p_TCGA_272_273_N_GenomeWideSNP_6_B09_1320566	called	0.35	2.83	0	0.15	34	0.43	0.03	2.67112419949277	0
UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G01_1377024	UNDID_p_TCGA_353_354_355_37_NSP_GenomeWideSNP_6_G01_1377024	called	0.71	1.98	0	0.36	11	0.71	0.11	1.96896828241465	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A02_1376690	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_A02_1376690	called	1	2	0	0.5	8	1	0.01	1.99371553324308	0
FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D08_777884	FISTS_p_TCGA_b107_121_SNP_N_GenomeWideSNP_6_D08_777884	called	0.6	2.8	0	0.24	17	0.68	0.12	2.68994953550611	0
CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G03_1376832	CUTCH_p_TCGAb_355_37_52_NSP_GenomeWideSNP_6_G03_1376832	called	0.72	2.02	0	0.36	11	0.72	0.16	1.91077647536798	0
